State/Country,Year,Category of industry,Code version,Employed Person ('000)
Sabah,2014,Activities of households as employers,MSIC 2008,33.9
Sarawak,2014,Activities of households as employers,MSIC 2008,8.9
W.P. Kuala Lumpur,2014,Activities of households as employers,MSIC 2008,13.2
W.P Labuan,2014,Activities of households as employers,MSIC 2008,0.6
W.P.Putrajaya,2014,Activities of households as employers,MSIC 2008,0.8
Malaysia,2013,Total,MSIC 2008,"13,545.4"
Johor,2013,Total,MSIC 2008,"1,553.4"
Kedah,2013,Total,MSIC 2008,842.3
Kelantan,2013,Total,MSIC 2008,602.7
Melaka,2013,Total,MSIC 2008,375.5
Negeri Sembilan,2013,Total,MSIC 2008,464.1
Pahang,2013,Total,MSIC 2008,659.8
Pulau Pinang,2013,Total,MSIC 2008,811.9
Perak,2013,Total,MSIC 2008,947.8
Perlis,2013,Total,MSIC 2008,94.3
Selangor,2013,Total,MSIC 2008,"2,933.3"
Terengganu,2013,Total,MSIC 2008,407.0
Sabah,2013,Total,MSIC 2008,"1,706.0"
Sarawak,2013,Total,MSIC 2008,"1,188.5"
W.P. Kuala Lumpur,2013,Total,MSIC 2008,877.8
W.P Labuan,2013,Total,MSIC 2008,40.1
W.P.Putrajaya,2013,Total,MSIC 2008,40.7
Malaysia,2013,"Agriculture, forestry and fishing",MSIC 2008,"1,758.9"
Johor,2013,"Agriculture, forestry and fishing",MSIC 2008,134.4
Kedah,2013,"Agriculture, forestry and fishing",MSIC 2008,171.5
Kelantan,2013,"Agriculture, forestry and fishing",MSIC 2008,116.3
Melaka,2013,"Agriculture, forestry and fishing",MSIC 2008,20.5
Negeri Sembilan,2013,"Agriculture, forestry and fishing",MSIC 2008,44.6
Pahang,2013,"Agriculture, forestry and fishing",MSIC 2008,157.6
Pulau Pinang,2013,"Agriculture, forestry and fishing",MSIC 2008,23.1
Perak,2013,"Agriculture, forestry and fishing",MSIC 2008,156.4
Perlis,2013,"Agriculture, forestry and fishing",MSIC 2008,13.7
Selangor,2013,"Agriculture, forestry and fishing",MSIC 2008,55.5
Terengganu,2013,"Agriculture, forestry and fishing",MSIC 2008,58.9
Sabah,2013,"Agriculture, forestry and fishing",MSIC 2008,457.8
Sarawak,2013,"Agriculture, forestry and fishing",MSIC 2008,347.0
W.P. Kuala Lumpur,2013,"Agriculture, forestry and fishing",MSIC 2008,0.8
W.P Labuan,2013,"Agriculture, forestry and fishing",MSIC 2008,0.8
W.P.Putrajaya,2013,"Agriculture, forestry and fishing",MSIC 2008,
Malaysia,2013,Mining and quarrying,MSIC 2008,87.9
Johor,2013,Mining and quarrying,MSIC 2008,4.2
Kedah,2013,Mining and quarrying,MSIC 2008,2.7
Kelantan,2013,Mining and quarrying,MSIC 2008,2.1
Melaka,2013,Mining and quarrying,MSIC 2008,1.1
Negeri Sembilan,2013,Mining and quarrying,MSIC 2008,1.5
Pahang,2013,Mining and quarrying,MSIC 2008,5.5
Pulau Pinang,2013,Mining and quarrying,MSIC 2008,1.4
Perak,2013,Mining and quarrying,MSIC 2008,5.4
Perlis,2013,Mining and quarrying,MSIC 2008,0.4
Selangor,2013,Mining and quarrying,MSIC 2008,28.9
Terengganu,2013,Mining and quarrying,MSIC 2008,6.7
Sabah,2013,Mining and quarrying,MSIC 2008,10.4
Sarawak,2013,Mining and quarrying,MSIC 2008,11.8
W.P. Kuala Lumpur,2013,Mining and quarrying,MSIC 2008,2.4
W.P Labuan,2013,Mining and quarrying,MSIC 2008,3.4
W.P.Putrajaya,2013,Mining and quarrying,MSIC 2008,
Malaysia,2013,Manufacturing,MSIC 2008,"2,315.8"
Johor,2013,Manufacturing,MSIC 2008,405.1
Kedah,2013,Manufacturing,MSIC 2008,182.2
Kelantan,2013,Manufacturing,MSIC 2008,58.8
Melaka,2013,Manufacturing,MSIC 2008,87.9
Negeri Sembilan,2013,Manufacturing,MSIC 2008,76.8
Pahang,2013,Manufacturing,MSIC 2008,68.4
Pulau Pinang,2013,Manufacturing,MSIC 2008,261.9
Perak,2013,Manufacturing,MSIC 2008,168.3
Perlis,2013,Manufacturing,MSIC 2008,10.3
Selangor,2013,Manufacturing,MSIC 2008,573.0
Terengganu,2013,Manufacturing,MSIC 2008,50.2
Sabah,2013,Manufacturing,MSIC 2008,170.9
Sarawak,2013,Manufacturing,MSIC 2008,139.8
W.P. Kuala Lumpur,2013,Manufacturing,MSIC 2008,56.8
W.P Labuan,2013,Manufacturing,MSIC 2008,4.4
W.P.Putrajaya,2013,Manufacturing,MSIC 2008,0.9
Malaysia,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,61.5
Johor,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,3.0
Kedah,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.5
Kelantan,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,1.7
Melaka,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,1.9
Negeri Sembilan,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.8
Pahang,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.4
Pulau Pinang,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,2.2
Perak,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,5.7
Perlis,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.4
Selangor,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,19.1
Terengganu,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,4.3
Sabah,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,6.1
Sarawak,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,4.4
W.P. Kuala Lumpur,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,4.9
W.P Labuan,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.1
W.P.Putrajaya,2013,"Electricity, gas, steam and air conditioning supply",MSIC 2008,0.2
Malaysia,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,83.7
Johor,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,9.8
Kedah,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.9
Kelantan,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,1.9
Melaka,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,2.6
Negeri Sembilan,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,2.5
Pahang,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,4.7
Pulau Pinang,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,6.1
Perak,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,3.2
Perlis,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.2
Selangor,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,25.2
Terengganu,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,7.0
Sabah,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,6.4
Sarawak,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,2.9
W.P. Kuala Lumpur,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,5.0
W.P Labuan,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.2
W.P.Putrajaya,2013,"Water supply; sewerage, waste management and remediation activities",MSIC 2008,0.1
Malaysia,2013,Construction,MSIC 2008,"1,292.1"
Johor,2013,Construction,MSIC 2008,143.0
Kedah,2013,Construction,MSIC 2008,61.7
Kelantan,2013,Construction,MSIC 2008,77.4
Melaka,2013,Construction,MSIC 2008,25.6
Negeri Sembilan,2013,Construction,MSIC 2008,39.6
Pahang,2013,Construction,MSIC 2008,57.5
Pulau Pinang,2013,Construction,MSIC 2008,60.5
Perak,2013,Construction,MSIC 2008,73.2
Perlis,2013,Construction,MSIC 2008,9.7
Selangor,2013,Construction,MSIC 2008,299.2
Terengganu,2013,Construction,MSIC 2008,56.8
Sabah,2013,Construction,MSIC 2008,174.1
Sarawak,2013,Construction,MSIC 2008,122.8
W.P. Kuala Lumpur,2013,Construction,MSIC 2008,86.1
W.P Labuan,2013,Construction,MSIC 2008,4.0
W.P.Putrajaya,2013,Construction,MSIC 2008,0.8
Malaysia,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,"2,261.4"
Johor,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,263.8
Kedah,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,118.7
Kelantan,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,115.9
Melaka,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,61.5
Negeri Sembilan,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,71.7
Pahang,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,99.5
Pulau Pinang,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,133.2
Perak,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,155.7
Perlis,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,14.7
Selangor,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,468.4
Terengganu,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,56.7
Sabah,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,326.7
Sarawak,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,160.2
W.P. Kuala Lumpur,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,207.5
W.P Labuan,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,5.5
W.P.Putrajaya,2013,"Wholesale and retail trade, repair of motor vehicles and motorcycles",MSIC 2008,1.9
Malaysia,2013,Transportation and storage,MSIC 2008,626.5
Johor,2013,Transportation and storage,MSIC 2008,81.2
Kedah,2013,Transportation and storage,MSIC 2008,29.3
Kelantan,2013,Transportation and storage,MSIC 2008,16.3
Melaka,2013,Transportation and storage,MSIC 2008,10.4
Negeri Sembilan,2013,Transportation and storage,MSIC 2008,23.9
Pahang,2013,Transportation and storage,MSIC 2008,24.8
Pulau Pinang,2013,Transportation and storage,MSIC 2008,36.7
Perak,2013,Transportation and storage,MSIC 2008,34.0
Perlis,2013,Transportation and storage,MSIC 2008,3.3
Selangor,2013,Transportation and storage,MSIC 2008,195.4
Terengganu,2013,Transportation and storage,MSIC 2008,13.7
Sabah,2013,Transportation and storage,MSIC 2008,70.0
Sarawak,2013,Transportation and storage,MSIC 2008,44.7
W.P. Kuala Lumpur,2013,Transportation and storage,MSIC 2008,39.3
W.P Labuan,2013,Transportation and storage,MSIC 2008,2.7
W.P.Putrajaya,2013,Transportation and storage,MSIC 2008,0.7
Malaysia,2013,Accommodation and food service activities,MSIC 2008,"1,041.5"
Johor,2013,Accommodation and food service activities,MSIC 2008,131.7
Kedah,2013,Accommodation and food service activities,MSIC 2008,62.6
Kelantan,2013,Accommodation and food service activities,MSIC 2008,54.0
Melaka,2013,Accommodation and food service activities,MSIC 2008,38.5
Negeri Sembilan,2013,Accommodation and food service activities,MSIC 2008,48.0
Pahang,2013,Accommodation and food service activities,MSIC 2008,58.9
Pulau Pinang,2013,Accommodation and food service activities,MSIC 2008,70.8
Perak,2013,Accommodation and food service activities,MSIC 2008,88.5
Perlis,2013,Accommodation and food service activities,MSIC 2008,10.2
Selangor,2013,Accommodation and food service activities,MSIC 2008,174.9
Terengganu,2013,Accommodation and food service activities,MSIC 2008,39.4
Sabah,2013,Accommodation and food service activities,MSIC 2008,99.4
Sarawak,2013,Accommodation and food service activities,MSIC 2008,66.7
W.P. Kuala Lumpur,2013,Accommodation and food service activities,MSIC 2008,93.7
W.P Labuan,2013,Accommodation and food service activities,MSIC 2008,3.1
W.P.Putrajaya,2013,Accommodation and food service activities,MSIC 2008,1.0
Malaysia,2013,Information and communication,MSIC 2008,194.1
Johor,2013,Information and communication,MSIC 2008,5.9
Kedah,2013,Information and communication,MSIC 2008,2.6
Kelantan,2013,Information and communication,MSIC 2008,2.2
Melaka,2013,Information and communication,MSIC 2008,2.3
Negeri Sembilan,2013,Information and communication,MSIC 2008,3.6
Pahang,2013,Information and communication,MSIC 2008,2.5
Pulau Pinang,2013,Information and communication,MSIC 2008,3.9
Perak,2013,Information and communication,MSIC 2008,4.7
Perlis,2013,Information and communication,MSIC 2008,0.3
Selangor,2013,Information and communication,MSIC 2008,116.1
Terengganu,2013,Information and communication,MSIC 2008,1.4
Sabah,2013,Information and communication,MSIC 2008,5.6
Sarawak,2013,Information and communication,MSIC 2008,8.4
W.P. Kuala Lumpur,2013,Information and communication,MSIC 2008,33.3
W.P Labuan,2013,Information and communication,MSIC 2008,0.3
W.P.Putrajaya,2013,Information and communication,MSIC 2008,1.1
Malaysia,2013,Financial and insurance/takaful activities,MSIC 2008,318.9
Johor,2013,Financial and insurance/takaful activities,MSIC 2008,28.3
Kedah,2013,Financial and insurance/takaful activities,MSIC 2008,6.8
Kelantan,2013,Financial and insurance/takaful activities,MSIC 2008,5.5
Melaka,2013,Financial and insurance/takaful activities,MSIC 2008,6.8
Negeri Sembilan,2013,Financial and insurance/takaful activities,MSIC 2008,10.9
Pahang,2013,Financial and insurance/takaful activities,MSIC 2008,7.6
Pulau Pinang,2013,Financial and insurance/takaful activities,MSIC 2008,17.7
Perak,2013,Financial and insurance/takaful activities,MSIC 2008,13.8
Perlis,2013,Financial and insurance/takaful activities,MSIC 2008,0.8
Selangor,2013,Financial and insurance/takaful activities,MSIC 2008,125.3
Terengganu,2013,Financial and insurance/takaful activities,MSIC 2008,3.5
Sabah,2013,Financial and insurance/takaful activities,MSIC 2008,16.2
Sarawak,2013,Financial and insurance/takaful activities,MSIC 2008,14.7
W.P. Kuala Lumpur,2013,Financial and insurance/takaful activities,MSIC 2008,59.0
W.P Labuan,2013,Financial and insurance/takaful activities,MSIC 2008,1.1
W.P.Putrajaya,2013,Financial and insurance/takaful activities,MSIC 2008,0.9
Malaysia,2013,Real estate activities,MSIC 2008,72.7
Johor,2013,Real estate activities,MSIC 2008,8.5
Kedah,2013,Real estate activities,MSIC 2008,1.3
Kelantan,2013,Real estate activities,MSIC 2008,0.6
Melaka,2013,Real estate activities,MSIC 2008,0.5
Negeri Sembilan,2013,Real estate activities,MSIC 2008,2.2
Pahang,2013,Real estate activities,MSIC 2008,0.7
Pulau Pinang,2013,Real estate activities,MSIC 2008,5.2
Perak,2013,Real estate activities,MSIC 2008,0.7
Perlis,2013,Real estate activities,MSIC 2008,0.1
Selangor,2013,Real estate activities,MSIC 2008,33.4
Terengganu,2013,Real estate activities,MSIC 2008,0.1
Sabah,2013,Real estate activities,MSIC 2008,5.7
Sarawak,2013,Real estate activities,MSIC 2008,1.7
W.P. Kuala Lumpur,2013,Real estate activities,MSIC 2008,11.5
W.P Labuan,2013,Real estate activities,MSIC 2008,0.3
W.P.Putrajaya,2013,Real estate activities,MSIC 2008,0.1
Malaysia,2013,"Professional, scientific and technical activities",MSIC 2008,306.8
Johor,2013,"Professional, scientific and technical activities",MSIC 2008,25.8
Kedah,2013,"Professional, scientific and technical activities",MSIC 2008,6.8
Kelantan,2013,"Professional, scientific and technical activities",MSIC 2008,4.5
Melaka,2013,"Professional, scientific and technical activities",MSIC 2008,8.0
Negeri Sembilan,2013,"Professional, scientific and technical activities",MSIC 2008,9.4
Pahang,2013,"Professional, scientific and technical activities",MSIC 2008,6.6
Pulau Pinang,2013,"Professional, scientific and technical activities",MSIC 2008,18.6
Perak,2013,"Professional, scientific and technical activities",MSIC 2008,12.4
Perlis,2013,"Professional, scientific and technical activities",MSIC 2008,0.6
Selangor,2013,"Professional, scientific and technical activities",MSIC 2008,120.0
Terengganu,2013,"Professional, scientific and technical activities",MSIC 2008,4.3
Sabah,2013,"Professional, scientific and technical activities",MSIC 2008,19.3
Sarawak,2013,"Professional, scientific and technical activities",MSIC 2008,15.2
W.P. Kuala Lumpur,2013,"Professional, scientific and technical activities",MSIC 2008,53.4
W.P Labuan,2013,"Professional, scientific and technical activities",MSIC 2008,0.8
W.P.Putrajaya,2013,"Professional, scientific and technical activities",MSIC 2008,1.0
Malaysia,2013,Administrative and support service activities,MSIC 2008,566.9
Johor,2013,Administrative and support service activities,MSIC 2008,62.2
Kedah,2013,Administrative and support service activities,MSIC 2008,33.3
Kelantan,2013,Administrative and support service activities,MSIC 2008,20.3
Melaka,2013,Administrative and support service activities,MSIC 2008,18.0
Negeri Sembilan,2013,Administrative and support service activities,MSIC 2008,25.7
Pahang,2013,Administrative and support service activities,MSIC 2008,25.0
Pulau Pinang,2013,Administrative and support service activities,MSIC 2008,32.4
Perak,2013,Administrative and support service activities,MSIC 2008,38.2
Perlis,2013,Administrative and support service activities,MSIC 2008,6.4
Selangor,2013,Administrative and support service activities,MSIC 2008,141.7
Terengganu,2013,Administrative and support service activities,MSIC 2008,19.8
Sabah,2013,Administrative and support service activities,MSIC 2008,51.9
Sarawak,2013,Administrative and support service activities,MSIC 2008,39.2
W.P. Kuala Lumpur,2013,Administrative and support service activities,MSIC 2008,48.4
W.P Labuan,2013,Administrative and support service activities,MSIC 2008,3.5
W.P.Putrajaya,2013,Administrative and support service activities,MSIC 2008,0.9
Malaysia,2013,Public administration and defence; compulsory social security,MSIC 2008,761.4
Johor,2013,Public administration and defence; compulsory social security,MSIC 2008,57.5
Kedah,2013,Public administration and defence; compulsory social security,MSIC 2008,38.7
Kelantan,2013,Public administration and defence; compulsory social security,MSIC 2008,37.2
Melaka,2013,Public administration and defence; compulsory social security,MSIC 2008,26.5
Negeri Sembilan,2013,Public administration and defence; compulsory social security,MSIC 2008,34.2
Pahang,2013,Public administration and defence; compulsory social security,MSIC 2008,47.3
Pulau Pinang,2013,Public administration and defence; compulsory social security,MSIC 2008,26.5
Perak,2013,Public administration and defence; compulsory social security,MSIC 2008,63.1
Perlis,2013,Public administration and defence; compulsory social security,MSIC 2008,9.1
Selangor,2013,Public administration and defence; compulsory social security,MSIC 2008,136.9
Terengganu,2013,Public administration and defence; compulsory social security,MSIC 2008,30.2
Sabah,2013,Public administration and defence; compulsory social security,MSIC 2008,88.2
Sarawak,2013,Public administration and defence; compulsory social security,MSIC 2008,76.8
W.P. Kuala Lumpur,2013,Public administration and defence; compulsory social security,MSIC 2008,59.6
W.P Labuan,2013,Public administration and defence; compulsory social security,MSIC 2008,4.5
W.P.Putrajaya,2013,Public administration and defence; compulsory social security,MSIC 2008,25.1
Malaysia,2013,Education,MSIC 2008,816.6
Johor,2013,Education,MSIC 2008,89.1
Kedah,2013,Education,MSIC 2008,64.0
Kelantan,2013,Education,MSIC 2008,50.3
Melaka,2013,Education,MSIC 2008,31.3
Negeri Sembilan,2013,Education,MSIC 2008,31.2
Pahang,2013,Education,MSIC 2008,46.6
Pulau Pinang,2013,Education,MSIC 2008,41.9
Perak,2013,Education,MSIC 2008,62.6
Perlis,2013,Education,MSIC 2008,8.1
Selangor,2013,Education,MSIC 2008,166.5
Terengganu,2013,Education,MSIC 2008,31.1
Sabah,2013,Education,MSIC 2008,88.3
Sarawak,2013,Education,MSIC 2008,63.8
W.P. Kuala Lumpur,2013,Education,MSIC 2008,36.4
W.P Labuan,2013,Education,MSIC 2008,3.1
W.P.Putrajaya,2013,Education,MSIC 2008,2.5
Malaysia,2013,Human health and social work activities,MSIC 2008,490.0
Johor,2013,Human health and social work activities,MSIC 2008,51.0
Kedah,2013,Human health and social work activities,MSIC 2008,30.2
Kelantan,2013,Human health and social work activities,MSIC 2008,26.9
Melaka,2013,Human health and social work activities,MSIC 2008,22.1
Negeri Sembilan,2013,Human health and social work activities,MSIC 2008,18.7
Pahang,2013,Human health and social work activities,MSIC 2008,29.3
Pulau Pinang,2013,Human health and social work activities,MSIC 2008,38.4
Perak,2013,Human health and social work activities,MSIC 2008,30.5
Perlis,2013,Human health and social work activities,MSIC 2008,3.9
Selangor,2013,Human health and social work activities,MSIC 2008,115.2
Terengganu,2013,Human health and social work activities,MSIC 2008,14.3
Sabah,2013,Human health and social work activities,MSIC 2008,36.9
Sarawak,2013,Human health and social work activities,MSIC 2008,35.7
W.P. Kuala Lumpur,2013,Human health and social work activities,MSIC 2008,33.6
W.P Labuan,2013,Human health and social work activities,MSIC 2008,1.0
W.P.Putrajaya,2013,Human health and social work activities,MSIC 2008,2.3
Malaysia,2013,"Arts, entertainment and recreation",MSIC 2008,79.4
Johor,2013,"Arts, entertainment and recreation",MSIC 2008,8.9
Kedah,2013,"Arts, entertainment and recreation",MSIC 2008,3.6
Kelantan,2013,"Arts, entertainment and recreation",MSIC 2008,1.8
Melaka,2013,"Arts, entertainment and recreation",MSIC 2008,1.8
Negeri Sembilan,2013,"Arts, entertainment and recreation",MSIC 2008,1.4
Pahang,2013,"Arts, entertainment and recreation",MSIC 2008,3.4
Pulau Pinang,2013,"Arts, entertainment and recreation",MSIC 2008,6.1
Perak,2013,"Arts, entertainment and recreation",MSIC 2008,7.0
Perlis,2013,"Arts, entertainment and recreation",MSIC 2008,0.5
Selangor,2013,"Arts, entertainment and recreation",MSIC 2008,18.9
Terengganu,2013,"Arts, entertainment and recreation",MSIC 2008,1.8
Sabah,2013,"Arts, entertainment and recreation",MSIC 2008,10.5
Sarawak,2013,"Arts, entertainment and recreation",MSIC 2008,5.6
W.P. Kuala Lumpur,2013,"Arts, entertainment and recreation",MSIC 2008,7.8
W.P Labuan,2013,"Arts, entertainment and recreation",MSIC 2008,0.2
W.P.Putrajaya,2013,"Arts, entertainment and recreation",MSIC 2008,0.1
Malaysia,2013,Others service activities,MSIC 2008,192.4
Johor,2013,Others service activities,MSIC 2008,25.2
Kedah,2013,Others service activities,MSIC 2008,11.7
Kelantan,2013,Others service activities,MSIC 2008,6.4
Melaka,2013,Others service activities,MSIC 2008,5.6
Negeri Sembilan,2013,Others service activities,MSIC 2008,6.9
Pahang,2013,Others service activities,MSIC 2008,8.6
Pulau Pinang,2013,Others service activities,MSIC 2008,15.9
Perak,2013,Others service activities,MSIC 2008,14.0
Perlis,2013,Others service activities,MSIC 2008,0.8
Selangor,2013,Others service activities,MSIC 2008,39.2
Terengganu,2013,Others service activities,MSIC 2008,4.7
Sabah,2013,Others service activities,MSIC 2008,22.7
Sarawak,2013,Others service activities,MSIC 2008,13.9
W.P. Kuala Lumpur,2013,Others service activities,MSIC 2008,16.4
W.P Labuan,2013,Others service activities,MSIC 2008,0.3
W.P.Putrajaya,2013,Others service activities,MSIC 2008,0.1
Malaysia,2013,Activities of households as employers,MSIC 2008,214.8
Johor,2013,Activities of households as employers,MSIC 2008,14.8
Kedah,2013,Activities of households as employers,MSIC 2008,6.1
Kelantan,2013,Activities of households as employers,MSIC 2008,2.4
Melaka,2013,Activities of households as employers,MSIC 2008,2.7
Negeri Sembilan,2013,Activities of households as employers,MSIC 2008,8.5
Pahang,2013,Activities of households as employers,MSIC 2008,2.9
Pulau Pinang,2013,Activities of households as employers,MSIC 2008,9.5
Perak,2013,Activities of households as employers,MSIC 2008,10.3
Perlis,2013,Activities of households as employers,MSIC 2008,0.8
Selangor,2013,Activities of households as employers,MSIC 2008,80.0
Terengganu,2013,Activities of households as employers,MSIC 2008,2.0
Sabah,2013,Activities of households as employers,MSIC 2008,38.5
Sarawak,2013,Activities of households as employers,MSIC 2008,13.4
W.P. Kuala Lumpur,2013,Activities of households as employers,MSIC 2008,20.9
W.P Labuan,2013,Activities of households as employers,MSIC 2008,0.8
W.P.Putrajaya,2013,Activities of households as employers,MSIC 2008,1.2
Malaysia,2012,Total,MSIC 2008,"12,820.5"
Johor,2012,Total,MSIC 2008,"1,481.5"
Kedah,2012,Total,MSIC 2008,786.9
Kelantan,2012,Total,MSIC 2008,578.7
Melaka,2012,Total,MSIC 2008,357.0
Negeri Sembilan,2012,Total,MSIC 2008,442.1
Pahang,2012,Total,MSIC 2008,633.1
Pulau Pinang,2012,Total,MSIC 2008,779.8
Perak,2012,Total,MSIC 2008,927.1
Perlis,2012,Total,MSIC 2008,87.1
Selangor,2012,Total,MSIC 2008,"2,776.1"
Terengganu,2012,Total,MSIC 2008,389.6
Sabah,2012,Total,MSIC 2008,"1,537.4"
Sarawak,2012,Total,MSIC 2008,"1,143.9"
W.P. Kuala Lumpur,2012,Total,MSIC 2008,820.4
W.P Labuan,2012,Total,MSIC 2008,39.4
W.P.Putrajaya,2012,Total,MSIC 2008,40.3
Malaysia,2012,"Agriculture, forestry and fishing",MSIC 2008,"1,628.2"
Johor,2012,"Agriculture, forestry and fishing",MSIC 2008,122.8
Kedah,2012,"Agriculture, forestry and fishing",MSIC 2008,162.9
Kelantan,2012,"Agriculture, forestry and fishing",MSIC 2008,128.3
Melaka,2012,"Agriculture, forestry and fishing",MSIC 2008,21.4
Negeri Sembilan,2012,"Agriculture, forestry and fishing",MSIC 2008,54.9
Pahang,2012,"Agriculture, forestry and fishing",MSIC 2008,157.5
Pulau Pinang,2012,"Agriculture, forestry and fishing",MSIC 2008,22.8
Perak,2012,"Agriculture, forestry and fishing",MSIC 2008,142.9
Perlis,2012,"Agriculture, forestry and fishing",MSIC 2008,13.5
Selangor,2012,"Agriculture, forestry and fishing",MSIC 2008,50.1
Terengganu,2012,"Agriculture, forestry and fishing",MSIC 2008,50.7
Sabah,2012,"Agriculture, forestry and fishing",MSIC 2008,402.5
Sarawak,2012,"Agriculture, forestry and fishing",MSIC 2008,295.6
W.P. Kuala Lumpur,2012,"Agriculture, forestry and fishing",MSIC 2008,1.2
W.P Labuan,2012,"Agriculture, forestry and fishing",MSIC 2008,1.0
W.P.Putrajaya,2012,"Agriculture, forestry and fishing",MSIC 2008,
Malaysia,2012,Mining and quarrying,MSIC 2008,80.8
Johor,2012,Mining and quarrying,MSIC 2008,4.5
Kedah,2012,Mining and quarrying,MSIC 2008,2.4
Kelantan,2012,Mining and quarrying,MSIC 2008,1.1
Melaka,2012,Mining and quarrying,MSIC 2008,2.2
Negeri Sembilan,2012,Mining and quarrying,MSIC 2008,1.1
Pahang,2012,Mining and quarrying,MSIC 2008,2.9
Pulau Pinang,2012,Mining and quarrying,MSIC 2008,0.4
Perak,2012,Mining and quarrying,MSIC 2008,3.7
Perlis,2012,Mining and quarrying,MSIC 2008,0.3
Selangor,2012,Mining and quarrying,MSIC 2008,26.6
Terengganu,2012,Mining and quarrying,MSIC 2008,4.6
Sabah,2012,Mining and quarrying,MSIC 2008,12.3
Sarawak,2012,Mining and quarrying,MSIC 2008,14.4
W.P. Kuala Lumpur,2012,Mining and quarrying,MSIC 2008,1.5
W.P Labuan,2012,Mining and quarrying,MSIC 2008,2.7
W.P.Putrajaya,2012,Mining and quarrying,MSIC 2008,
Malaysia,2012,Manufacturing,MSIC 2008,"2,263.7"
Johor,2012,Manufacturing,MSIC 2008,401.7
Kedah,2012,Manufacturing,MSIC 2008,159.0
Kelantan,2012,Manufacturing,MSIC 2008,59.2
Melaka,2012,Manufacturing,MSIC 2008,75.9
Negeri Sembilan,2012,Manufacturing,MSIC 2008,78.9
Pahang,2012,Manufacturing,MSIC 2008,69.7
Pulau Pinang,2012,Manufacturing,MSIC 2008,246.3
Perak,2012,Manufacturing,MSIC 2008,162.0
Perlis,2012,Manufacturing,MSIC 2008,8.4
Selangor,2012,Manufacturing,MSIC 2008,555.0
Terengganu,2012,Manufacturing,MSIC 2008,47.3
Sabah,2012,Manufacturing,MSIC 2008,165.5
Sarawak,2012,Manufacturing,MSIC 2008,155.7
W.P. Kuala Lumpur,2012,Manufacturing,MSIC 2008,73.6
W.P Labuan,2012,Manufacturing,MSIC 2008,4.6
